n02111129;ILSVRC2012_val_00001203.mp4;ORIGINAL;0;Leonberg
n02111129;ILSVRC2012_val_00001401.mp4;ORIGINAL;0;Leonberg
n02111129;ILSVRC2012_val_00001762.mp4;ORIGINAL;0;Leonberg
n02111129;ILSVRC2012_val_00002635.mp4;ORIGINAL;0;Leonberg
n02111129;ILSVRC2012_val_00003638.mp4;ORIGINAL;0;Leonberg
n02111129;ILSVRC2012_val_00004026.mp4;ORIGINAL;0;Leonberg
n02111129;ILSVRC2012_val_00007211.mp4;ORIGINAL;0;Leonberg
n02111129;ILSVRC2012_val_00008496.mp4;ORIGINAL;0;Leonberg
n02111129;ILSVRC2012_val_00008624.mp4;ORIGINAL;0;Brabancon_griffon
n02111129;ILSVRC2012_val_00009163.mp4;ORIGINAL;0;Leonberg
n02111129;ILSVRC2012_val_00010113.mp4;ORIGINAL;0;Leonberg
n02111129;ILSVRC2012_val_00011141.mp4;ORIGINAL;0;Leonberg
n02111129;ILSVRC2012_val_00011146.mp4;ORIGINAL;0;Leonberg
n02111129;ILSVRC2012_val_00011316.mp4;ORIGINAL;0;Leonberg
n02111129;ILSVRC2012_val_00013159.mp4;ORIGINAL;0;Leonberg
n02111129;ILSVRC2012_val_00014863.mp4;ORIGINAL;0;Leonberg
n02111129;ILSVRC2012_val_00015310.mp4;ORIGINAL;0;Leonberg
n02111129;ILSVRC2012_val_00017151.mp4;ORIGINAL;0;Leonberg
n02111129;ILSVRC2012_val_00018736.mp4;ORIGINAL;0;Leonberg
n02111129;ILSVRC2012_val_00019715.mp4;ORIGINAL;0;Leonberg
n02111129;ILSVRC2012_val_00021370.mp4;ORIGINAL;0;Leonberg
n02111129;ILSVRC2012_val_00021379.mp4;ORIGINAL;0;Leonberg
n02111129;ILSVRC2012_val_00022319.mp4;ORIGINAL;0;Leonberg
n02111129;ILSVRC2012_val_00022950.mp4;ORIGINAL;0;Sussex_spaniel
n02111129;ILSVRC2012_val_00025219.mp4;ORIGINAL;0;Leonberg
n02111129;ILSVRC2012_val_00025253.mp4;ORIGINAL;0;Leonberg
n02111129;ILSVRC2012_val_00026684.mp4;ORIGINAL;0;Leonberg
n02111129;ILSVRC2012_val_00028755.mp4;ORIGINAL;0;Leonberg
